ticket_id,customer_id,plan,created_date,closed_date,category,priority,resolution_hrs,csat_score,pre_churn_flag
8353,6459,Starter,2024-09-21,2024-09-21,Integration,High,18,3,1
8354,6459,Starter,2024-10-06,2024-10-06,Account,Medium,15,2,1
8355,6461,Enterprise,2024-12-28,2024-12-30,Performance,Medium,48,2,0
8356,6461,Enterprise,2024-12-27,2024-12-28,Technical,Medium,47,3,0
8357,6467,Pro,2024-12-18,2024-12-18,Feature Request,High,19,4,0
8358,6471,Pro,2025-01-05,2025-01-06,Integration,Medium,29,3,0
8359,6471,Pro,2024-12-12,2024-12-12,Performance,High,18,3,0
8360,6472,Pro,2024-09-23,2024-09-26,Billing,Low,77,5,0
8361,6472,Starter,2025-01-03,2025-01-03,Integration,High,5,4,0
8362,6484,Enterprise,2024-12-27,2024-12-28,Feature Request,Medium,25,2,0
8363,6484,Enterprise,2024-12-24,2024-12-25,Integration,High,24,3,0
8364,6484,Enterprise,2024-12-28,2024-12-30,Feature Request,Low,49,4,0
8365,6484,Enterprise,2024-12-31,2025-01-02,Technical,Low,51,3,0
8366,6484,Enterprise,2025-01-05,2025-01-06,Technical,Medium,38,4,0
8367,6485,Business,2024-12-30,2024-12-30,Onboarding,Medium,10,3,0
8368,6485,Business,2024-12-25,2024-12-26,Account,Medium,41,4,0
8369,6485,Business,2024-12-19,2024-12-19,Performance,High,18,3,0
8370,6490,Pro,2024-11-06,2024-11-06,Integration,Medium,14,2,1
8371,6490,Pro,2024-11-30,2024-12-02,Account,Low,59,2,1
8372,6490,Pro,2024-11-27,2024-11-28,Integration,Low,38,1,1
8373,6495,Enterprise,2024-12-15,2024-12-15,Technical,Critical,7,5,0
8374,6495,Enterprise,2025-01-03,2025-01-03,Integration,Medium,20,5,0
8375,6495,Enterprise,2024-12-26,2024-12-26,Feature Request,Critical,5,2,0
8376,6509,Pro,2024-12-29,2024-12-29,Onboarding,Critical,3,4,0
8377,6509,Pro,2025-01-05,2025-01-06,Technical,Medium,38,5,0
8378,6510,Pro,2024-06-17,2024-06-17,Feature Request,Medium,9,2,1
8379,6510,Pro,2024-06-24,2024-06-25,Performance,Medium,25,2,1
8380,6512,Starter,2024-10-03,2024-10-07,Feature Request,Low,115,1,1
8381,6512,Starter,2024-09-23,2024-09-23,Account,Medium,9,2,1
8382,6517,Business,2024-12-22,2024-12-25,Performance,Low,85,5,0
8383,6521,Pro,2025-01-12,2025-01-12,Billing,Medium,13,5,0
8384,6521,Pro,2024-12-22,2024-12-23,Integration,Medium,33,3,0
8385,6522,Starter,2024-12-31,2025-01-04,Feature Request,Low,108,4,1
8386,6522,Starter,2024-12-21,2024-12-22,Billing,Low,39,1,1
8387,6522,Starter,2025-01-03,2025-01-04,Onboarding,Medium,44,4,1
8388,6526,Business,2024-12-25,2024-12-29,Account,Low,112,5,0
8389,6528,Enterprise,2024-07-03,2024-07-03,Technical,High,22,5,0
8390,6528,Enterprise,2024-06-28,2024-06-28,Technical,High,8,5,0
8391,6528,Enterprise,2024-07-13,2024-07-13,Billing,Medium,12,2,0
8392,6528,Enterprise,2024-07-03,2024-07-04,Performance,Medium,39,5,0
8393,6528,Enterprise,2024-06-20,2024-06-22,Billing,Low,50,3,0
8394,6534,Pro,2024-07-29,2024-07-30,Feature Request,Medium,29,1,1
8395,6534,Pro,2024-07-15,2024-07-16,Integration,Medium,47,3,1
8396,6534,Pro,2024-08-28,2024-08-29,Integration,Medium,27,3,1
8397,6534,Pro,2024-08-22,2024-08-22,Billing,Medium,9,3,1
8398,6535,Pro,2024-11-12,2024-11-15,Performance,Low,72,5,0
8399,6535,Pro,2024-10-19,2024-10-20,Billing,Medium,38,4,0
8400,6535,Pro,2024-11-01,2024-11-02,Integration,Medium,27,3,0
8401,6535,Pro,2024-11-28,2024-12-01,Billing,Low,72,5,0
8402,6535,Business,2024-12-19,2024-12-19,Account,High,14,5,0
8403,6535,Business,2024-12-31,2024-12-31,Performance,High,21,2,0
8404,6535,Business,2025-01-05,2025-01-06,Account,Medium,41,2,0
8405,6537,Enterprise,2024-06-20,2024-06-21,Billing,Medium,40,4,1
8406,6537,Enterprise,2024-07-07,2024-07-11,Feature Request,Low,113,1,1
8407,6537,Enterprise,2024-06-17,2024-06-17,Onboarding,High,14,2,1
8408,6537,Enterprise,2024-07-10,2024-07-11,Performance,Medium,42,3,1
8409,6537,Enterprise,2024-06-25,2024-06-26,Technical,High,24,1,1
8410,6541,Starter,2024-08-25,2024-08-28,Integration,Low,92,4,1
8411,6541,Starter,2024-09-06,2024-09-07,Account,Medium,34,3,1
8412,6546,Enterprise,2024-12-21,2024-12-21,Technical,Medium,17,3,0
8413,6546,Enterprise,2024-12-16,2024-12-19,Onboarding,Low,75,4,0
8414,6546,Enterprise,2025-01-02,2025-01-06,Onboarding,Low,117,3,0
8415,6553,Pro,2024-10-21,2024-10-26,Billing,Low,120,3,0
8416,6553,Pro,2024-11-12,2024-11-16,Feature Request,Low,102,4,0
8417,6553,Business,2025-01-01,2025-01-03,Performance,Low,53,3,0
8418,6553,Business,2024-12-24,2024-12-24,Technical,Critical,1,2,0
8419,6553,Business,2024-12-23,2024-12-25,Technical,Low,61,4,0
8420,6553,Business,2025-01-06,2025-01-10,Billing,Low,110,3,0
8421,6555,Enterprise,2024-06-30,2024-07-01,Billing,Medium,39,1,0
8422,6555,Enterprise,2024-06-23,2024-06-28,Performance,Low,120,2,0
8423,6555,Enterprise,2024-06-20,2024-06-20,Onboarding,High,8,4,0
8424,6555,Enterprise,2024-06-26,2024-06-26,Technical,High,10,5,0
8425,6555,Enterprise,2024-07-11,2024-07-15,Integration,Low,103,3,0
8426,6555,Enterprise,2024-07-03,2024-07-03,Billing,Medium,15,4,0
8427,6555,Business,2024-12-17,2024-12-18,Feature Request,Low,29,4,0
8428,6555,Business,2025-01-13,2025-01-14,Account,Low,31,4,0
8429,6555,Business,2024-12-18,2024-12-22,Technical,Low,108,5,0
8430,6557,Pro,2024-11-04,2024-11-05,Account,High,24,3,0
8431,6557,Pro,2024-11-28,2024-11-30,Performance,Low,59,3,0
8432,6557,Pro,2024-12-07,2024-12-11,Account,Low,109,5,0
8433,6557,Pro,2024-11-26,2024-11-27,Billing,Medium,24,5,0
8434,6557,Business,2024-11-17,2024-11-21,Feature Request,Low,115,3,0
8435,6557,Business,2024-11-22,2024-11-22,Account,High,7,3,0
8436,6557,Business,2024-12-05,2024-12-05,Onboarding,Medium,16,2,0
8437,6557,Business,2024-11-18,2024-11-18,Onboarding,Critical,3,1,0
8438,6557,Enterprise,2025-01-01,2025-01-01,Integration,Critical,1,2,0
8439,6557,Enterprise,2024-12-25,2024-12-25,Performance,High,8,4,0
8440,6557,Enterprise,2024-12-22,2024-12-24,Onboarding,Low,59,2,0
8441,6559,Pro,2025-01-02,2025-01-04,Onboarding,Low,62,5,0
8442,6559,Pro,2025-01-07,2025-01-08,Billing,Low,37,5,0
8443,6560,Starter,2024-11-05,2024-11-07,Integration,Low,69,1,1
8444,6560,Starter,2024-10-20,2024-10-20,Feature Request,Medium,12,2,1
8445,6560,Starter,2024-11-16,2024-11-19,Integration,Low,75,3,1
8446,6560,Starter,2024-11-20,2024-11-20,Integration,High,17,3,1
8447,6564,Enterprise,2024-10-03,2024-10-03,Billing,Critical,8,1,1
8448,6564,Enterprise,2024-10-10,2024-10-11,Performance,Medium,41,3,1
8449,6564,Enterprise,2024-10-01,2024-10-03,Integration,Low,60,4,1
8450,6564,Enterprise,2024-09-21,2024-09-23,Feature Request,Low,59,4,1
8451,6564,Enterprise,2024-10-01,2024-10-01,Technical,Medium,18,4,1
8452,6564,Enterprise,2024-10-11,2024-10-14,Account,Low,76,1,1
8453,6564,Enterprise,2024-09-30,2024-10-03,Account,Low,87,4,1
8454,6565,Starter,2025-01-02,2025-01-02,Integration,High,21,3,0
8455,6565,Starter,2025-01-02,2025-01-02,Onboarding,High,9,4,0
8456,6567,Starter,2024-07-13,2024-07-16,Technical,Low,75,2,1
8457,6567,Starter,2024-06-23,2024-06-26,Account,Low,85,2,1
8458,6567,Starter,2024-06-29,2024-06-29,Account,Medium,20,4,1
8459,6570,Pro,2024-08-14,2024-08-14,Feature Request,Critical,7,2,1
8460,6570,Pro,2024-07-17,2024-07-21,Feature Request,Low,109,4,1
8461,6570,Pro,2024-08-30,2024-08-31,Feature Request,Medium,24,1,1
8462,6570,Pro,2024-08-17,2024-08-19,Technical,Low,54,1,1
8463,6570,Pro,2024-09-06,2024-09-06,Technical,Critical,8,2,1
8464,6570,Pro,2024-09-11,2024-09-12,Technical,Medium,47,4,1
8465,6571,Business,2024-12-06,2024-12-07,Billing,Medium,25,3,1
8466,6571,Business,2024-11-27,2024-11-29,Onboarding,Low,50,2,1
8467,6571,Business,2024-12-07,2024-12-08,Performance,Low,33,1,1
8468,6571,Business,2024-12-14,2024-12-14,Technical,High,17,3,1
8469,6571,Business,2024-11-16,2024-11-18,Performance,Low,66,5,1
8470,6571,Business,2024-12-07,2024-12-07,Onboarding,Medium,15,5,1
8471,6571,Business,2024-11-25,2024-11-27,Feature Request,Low,61,4,1
8472,6571,Business,2024-11-27,2024-12-01,Onboarding,Low,107,1,1
8473,6572,Pro,2024-12-25,2024-12-27,Integration,Low,54,3,0
8474,6572,Pro,2024-12-25,2024-12-28,Feature Request,Low,93,5,0
8475,6572,Pro,2025-01-14,2025-01-17,Account,Low,81,5,0
8476,6575,Starter,2024-12-18,2024-12-18,Performance,High,12,5,0
8477,6582,Enterprise,2025-01-06,2025-01-07,Feature Request,Medium,35,4,0
8478,6582,Enterprise,2025-01-09,2025-01-10,Feature Request,Medium,46,4,0
8479,6585,Pro,2024-12-31,2025-01-01,Performance,Low,36,4,0
8480,6589,Pro,2024-06-26,2024-06-26,Feature Request,Medium,11,2,1
8481,6589,Pro,2024-06-26,2024-06-27,Account,Medium,37,3,1
8482,6589,Pro,2024-06-22,2024-06-22,Account,High,17,2,1
8483,6589,Pro,2024-06-22,2024-06-22,Technical,Medium,22,2,1
8484,6593,Pro,2024-12-21,2024-12-23,Integration,Medium,48,4,0
8485,6596,Business,2025-01-09,2025-01-09,Performance,Critical,2,3,0
8486,6596,Business,2024-12-23,2024-12-23,Account,Medium,12,2,0
8487,6596,Business,2024-12-25,2024-12-27,Integration,Low,65,4,0
8488,6596,Business,2024-12-20,2024-12-23,Account,Low,75,4,0
8489,6596,Business,2024-12-19,2024-12-19,Feature Request,Medium,19,4,0
8490,6597,Starter,2024-07-31,2024-07-31,Onboarding,Medium,16,1,1
8491,6597,Starter,2024-07-26,2024-07-29,Onboarding,Low,74,4,1
8492,6599,Business,2024-10-12,2024-10-12,Technical,Medium,14,3,1
8493,6599,Business,2024-09-20,2024-09-20,Integration,High,15,3,1
8494,6599,Business,2024-10-06,2024-10-08,Integration,Low,71,3,1
8495,6601,Starter,2025-01-02,2025-01-02,Billing,Medium,13,4,0
8496,6602,Pro,2025-01-04,2025-01-05,Performance,Low,41,5,0
8497,6602,Pro,2025-01-11,2025-01-15,Performance,Low,119,4,0
8498,6606,Business,2025-01-14,2025-01-17,Billing,Low,78,4,0
8499,6606,Business,2025-01-14,2025-01-14,Performance,Medium,19,1,0
8500,6606,Business,2025-01-15,2025-01-18,Billing,Low,93,3,0
8501,6606,Business,2025-01-11,2025-01-12,Integration,Medium,31,4,0
8502,6611,Business,2025-01-16,2025-01-19,Billing,Low,95,5,0
8503,6611,Business,2025-01-03,2025-01-07,Onboarding,Low,113,4,0
8504,6612,Enterprise,2025-01-04,2025-01-05,Onboarding,Low,33,4,0
8505,6612,Enterprise,2025-01-09,2025-01-13,Integration,Low,105,4,0
8506,6612,Enterprise,2025-01-11,2025-01-11,Feature Request,High,23,4,0
8507,6621,Starter,2024-12-29,2024-12-29,Account,Medium,16,3,0
8508,6625,Enterprise,2025-01-10,2025-01-13,Integration,Low,72,3,0
8509,6625,Enterprise,2025-01-17,2025-01-17,Performance,High,21,4,0
8510,6625,Enterprise,2025-01-13,2025-01-14,Account,Medium,31,4,0
8511,6632,Enterprise,2024-12-29,2024-12-31,Onboarding,Low,49,5,0
8512,6632,Enterprise,2024-12-22,2024-12-23,Feature Request,Medium,25,4,0
8513,6632,Enterprise,2025-01-12,2025-01-16,Performance,Low,112,4,0
8514,6633,Pro,2024-12-21,2024-12-22,Billing,Medium,35,1,0
8515,6635,Business,2024-07-26,2024-07-30,Integration,Low,100,5,0
8516,6635,Business,2024-09-09,2024-09-09,Technical,Medium,13,4,0
8517,6635,Business,2024-08-27,2024-08-31,Account,Low,109,4,0
8518,6635,Enterprise,2025-01-16,2025-01-16,Feature Request,Critical,8,4,0
8519,6635,Enterprise,2025-01-01,2025-01-05,Feature Request,Low,102,3,0
8520,6635,Enterprise,2025-01-06,2025-01-07,Billing,Medium,28,5,0
8521,6637,Pro,2024-08-04,2024-08-05,Billing,Low,31,1,1
8522,6637,Pro,2024-07-27,2024-07-27,Technical,High,6,1,1
8523,6637,Pro,2024-08-21,2024-08-22,Account,Medium,42,2,1
8524,6637,Pro,2024-09-01,2024-09-04,Integration,Low,93,4,1
8525,6637,Pro,2024-08-26,2024-08-27,Integration,Medium,24,3,1
8526,6637,Pro,2024-09-02,2024-09-06,Account,Low,106,4,1
8527,6639,Enterprise,2024-12-28,2024-12-29,Billing,Medium,45,4,0
8528,6639,Enterprise,2025-01-16,2025-01-17,Integration,Medium,24,4,0
8529,6639,Enterprise,2025-01-08,2025-01-09,Feature Request,Medium,32,3,0
8530,6644,Starter,2024-08-16,2024-08-17,Onboarding,Medium,41,2,1
8531,6644,Starter,2024-07-23,2024-07-25,Feature Request,Medium,48,4,1
8532,6644,Starter,2024-09-17,2024-09-18,Feature Request,Medium,31,3,1
8533,6659,Pro,2024-11-01,2024-11-02,Feature Request,Low,34,3,0
8534,6663,Enterprise,2024-12-21,2024-12-25,Integration,Low,97,4,0
8535,6663,Enterprise,2024-11-30,2024-11-30,Billing,Medium,14,4,0
8536,6663,Enterprise,2024-12-15,2024-12-16,Performance,Medium,44,4,0
8537,6663,Enterprise,2024-12-06,2024-12-08,Billing,Low,70,3,0
8538,6663,Enterprise,2024-11-25,2024-11-25,Feature Request,Medium,13,5,0
8539,6663,Enterprise,2024-12-15,2024-12-15,Feature Request,Medium,16,3,0
8540,6663,Enterprise,2024-12-20,2024-12-20,Billing,Medium,16,4,0
8541,6663,Business,2025-01-18,2025-01-19,Feature Request,Medium,25,4,0
8542,6663,Business,2024-12-26,2024-12-29,Feature Request,Low,94,5,0
8543,6663,Business,2024-12-23,2024-12-27,Feature Request,Low,104,4,0
8544,6672,Pro,2025-01-16,2025-01-17,Feature Request,Medium,25,3,0
8545,6672,Pro,2025-01-10,2025-01-10,Performance,Critical,4,3,0
8546,6672,Pro,2024-12-31,2024-12-31,Feature Request,Medium,17,5,0
8547,6677,Business,2024-08-07,2024-08-07,Technical,High,2,1,1
8548,6677,Business,2024-08-15,2024-08-16,Technical,High,24,3,1
8549,6677,Business,2024-08-14,2024-08-18,Technical,Low,104,2,1
8550,6677,Business,2024-07-28,2024-07-28,Integration,Medium,13,2,1
8551,6677,Business,2024-07-30,2024-07-31,Onboarding,Low,44,5,1
8552,6677,Business,2024-08-13,2024-08-13,Feature Request,High,15,3,1
8553,6677,Business,2024-08-21,2024-08-22,Feature Request,Medium,42,1,1
8554,6677,Business,2024-08-04,2024-08-04,Integration,Medium,9,1,1
8555,6677,Business,2024-09-14,2024-09-16,Technical,Low,51,4,1
8556,6677,Business,2024-08-28,2024-08-29,Onboarding,Medium,31,2,1
8557,6677,Business,2024-09-03,2024-09-06,Onboarding,Low,83,2,1
8558,6677,Business,2024-09-03,2024-09-03,Technical,Critical,2,4,1
8559,6681,Starter,2024-07-09,2024-07-09,Performance,Medium,14,4,0
8560,6681,Starter,2024-07-10,2024-07-11,Feature Request,Medium,44,5,0
8561,6681,Pro,2024-09-24,2024-09-24,Feature Request,High,13,5,0
8562,6681,Pro,2024-10-06,2024-10-06,Feature Request,Critical,1,2,0
8563,6681,Starter,2025-01-18,2025-01-18,Onboarding,High,19,2,0
8564,6681,Starter,2025-01-01,2025-01-01,Integration,Critical,4,4,0
8565,6684,Pro,2024-09-24,2024-09-24,Account,High,12,3,0
8566,6684,Business,2025-01-06,2025-01-06,Integration,Medium,17,5,0
8567,6684,Business,2025-01-17,2025-01-21,Integration,Low,109,5,0
8568,6685,Business,2024-12-26,2024-12-26,Performance,High,21,2,0
8569,6685,Business,2024-12-30,2024-12-30,Feature Request,High,5,4,0
8570,6685,Business,2024-12-30,2024-12-31,Integration,Medium,36,5,0
8571,6692,Pro,2024-12-13,2024-12-15,Billing,Medium,48,5,1
8572,6692,Pro,2024-12-05,2024-12-06,Performance,Medium,42,2,1
8573,6692,Pro,2024-12-14,2024-12-14,Performance,High,18,1,1
8574,6692,Pro,2024-12-03,2024-12-03,Performance,Medium,13,2,1
8575,6692,Pro,2024-12-15,2024-12-15,Onboarding,Medium,9,4,1
8576,6692,Pro,2024-11-28,2024-11-30,Billing,Low,62,3,1
8577,6692,Pro,2024-12-12,2024-12-12,Billing,High,18,2,1
8578,6694,Business,2024-12-07,2024-12-08,Account,Medium,31,3,0
8579,6694,Business,2024-12-19,2024-12-19,Account,High,20,3,0
8580,6694,Business,2024-12-15,2024-12-17,Integration,Low,49,5,0
8581,6694,Business,2024-11-27,2024-11-27,Performance,Critical,7,4,0
8582,6694,Business,2024-12-19,2024-12-19,Billing,High,9,4,0
8583,6694,Business,2024-11-30,2024-12-01,Billing,Medium,41,3,0
8584,6694,Business,2024-12-01,2024-12-02,Technical,Medium,35,4,0
8585,6694,Enterprise,2025-01-21,2025-01-22,Technical,Low,35,5,0
8586,6694,Enterprise,2025-01-07,2025-01-08,Billing,Medium,45,5,0
8587,6698,Starter,2024-09-03,2024-09-06,Feature Request,Low,76,4,0
8588,6698,Starter,2024-09-29,2024-09-29,Account,High,2,2,0
8589,6698,Pro,2025-01-16,2025-01-17,Performance,Medium,40,3,0
8590,6705,Enterprise,2024-09-19,2024-09-19,Performance,Critical,1,1,0
8591,6705,Enterprise,2024-09-19,2024-09-23,Onboarding,Low,118,4,0
8592,6705,Enterprise,2024-09-22,2024-09-22,Account,Medium,22,4,0
8593,6705,Enterprise,2024-09-11,2024-09-11,Billing,High,6,4,0
8594,6705,Enterprise,2024-09-01,2024-09-05,Performance,Low,106,4,0
8595,6705,Enterprise,2024-08-28,2024-08-28,Integration,Medium,11,2,0
8596,6705,Enterprise,2024-09-02,2024-09-04,Feature Request,Low,57,3,0
8597,6705,Enterprise,2024-10-15,2024-10-15,Technical,High,5,4,0
8598,6705,Enterprise,2024-10-13,2024-10-14,Integration,Low,27,5,0
8599,6705,Enterprise,2024-09-25,2024-09-29,Account,Low,111,3,0
8600,6705,Business,2024-10-01,2024-10-01,Billing,High,15,4,0
8601,6705,Business,2024-10-11,2024-10-13,Billing,Low,48,3,0
8602,6705,Pro,2024-12-28,2024-12-29,Integration,Medium,32,4,0
8603,6705,Pro,2024-12-26,2024-12-27,Billing,Medium,47,5,0
8604,6705,Pro,2025-01-10,2025-01-10,Integration,High,11,5,0
8605,6713,Enterprise,2025-01-12,2025-01-12,Technical,High,21,3,0
8606,6713,Enterprise,2025-01-02,2025-01-07,Account,Low,120,4,0
8607,6713,Enterprise,2025-01-15,2025-01-15,Integration,High,4,3,0
8608,6713,Enterprise,2025-01-18,2025-01-18,Integration,High,10,3,0
8609,6713,Enterprise,2025-01-12,2025-01-12,Integration,High,17,4,0
8610,6713,Enterprise,2025-01-17,2025-01-18,Feature Request,High,24,4,0
8611,6713,Enterprise,2025-01-11,2025-01-14,Feature Request,Low,87,4,0
8612,6713,Enterprise,2025-01-21,2025-01-21,Technical,High,4,4,0
8613,6718,Business,2024-11-27,2024-11-28,Performance,Low,35,2,1
8614,6718,Business,2024-12-18,2024-12-18,Technical,Medium,9,3,1
8615,6718,Business,2024-12-14,2024-12-16,Feature Request,Low,57,3,1
8616,6718,Business,2024-11-29,2024-12-03,Technical,Low,99,4,1
8617,6718,Business,2024-12-01,2024-12-01,Onboarding,High,20,5,1
8618,6718,Business,2024-12-19,2024-12-19,Onboarding,Critical,6,1,1
8619,6718,Business,2024-11-28,2024-11-28,Integration,High,22,3,1
8620,6718,Business,2024-12-17,2024-12-18,Integration,Low,40,2,1
8621,6719,Pro,2025-01-03,2025-01-07,Feature Request,Low,110,4,0
8622,6726,Pro,2025-01-09,2025-01-10,Performance,Low,38,4,0
8623,6726,Pro,2025-01-09,2025-01-12,Integration,Low,81,5,0
8624,6729,Pro,2025-01-20,2025-01-20,Technical,High,12,4,0
8625,6729,Pro,2025-01-19,2025-01-20,Performance,Low,36,5,0
8626,6730,Business,2025-01-14,2025-01-17,Performance,Low,84,5,0
8627,6730,Business,2025-01-23,2025-01-23,Feature Request,High,16,5,0
8628,6731,Enterprise,2024-12-30,2024-12-30,Performance,High,14,5,0
8629,6731,Enterprise,2025-01-10,2025-01-11,Onboarding,Medium,45,3,0
8630,6731,Enterprise,2025-01-20,2025-01-22,Onboarding,Low,48,5,0
8631,6731,Enterprise,2025-01-05,2025-01-08,Account,Low,95,4,0
8632,6731,Enterprise,2024-12-29,2025-01-01,Onboarding,Low,80,2,0
8633,6731,Enterprise,2025-01-11,2025-01-11,Onboarding,Medium,8,3,0
8634,6736,Business,2025-01-22,2025-01-23,Integration,Low,31,2,1
8635,6744,Pro,2024-08-27,2024-08-27,Feature Request,High,11,4,1
8636,6744,Pro,2024-09-17,2024-09-17,Billing,High,16,2,1
8637,6744,Pro,2024-09-11,2024-09-15,Onboarding,Low,113,5,1
8638,6744,Pro,2024-10-23,2024-10-23,Onboarding,Critical,4,2,1
8639,6744,Pro,2024-10-02,2024-10-03,Performance,Low,46,4,1
8640,6749,Pro,2025-01-11,2025-01-12,Feature Request,Medium,41,3,0
8641,6750,Enterprise,2024-10-21,2024-10-23,Feature Request,Low,59,4,0
8642,6750,Enterprise,2024-10-14,2024-10-17,Billing,Low,86,5,0
8643,6750,Enterprise,2024-10-04,2024-10-06,Onboarding,Low,52,5,0
8644,6750,Enterprise,2024-10-19,2024-10-20,Feature Request,Medium,44,2,0
8645,6750,Business,2025-01-19,2025-01-20,Integration,Medium,38,3,0
8646,6750,Business,2025-01-06,2025-01-07,Billing,Medium,41,4,0
8647,6750,Business,2025-01-13,2025-01-17,Billing,Low,108,5,0
8648,6755,Enterprise,2024-10-14,2024-10-18,Feature Request,Low,112,3,0
8649,6755,Enterprise,2024-10-11,2024-10-11,Technical,Critical,1,2,0
8650,6755,Enterprise,2024-10-20,2024-10-20,Performance,Critical,8,2,0
8651,6755,Enterprise,2024-09-28,2024-09-28,Billing,Medium,21,4,0
8652,6755,Enterprise,2024-10-02,2024-10-05,Account,Low,83,4,0
8653,6755,Business,2025-01-06,2025-01-07,Billing,Medium,29,5,0
8654,6760,Business,2025-01-03,2025-01-06,Feature Request,Low,83,4,0
8655,6760,Business,2025-01-04,2025-01-04,Account,Critical,2,3,0
8656,6760,Business,2025-01-20,2025-01-21,Performance,Medium,37,3,0
8657,6760,Business,2025-01-22,2025-01-25,Feature Request,Low,93,4,0
8658,6760,Business,2025-01-04,2025-01-07,Onboarding,Low,85,4,0
8659,6760,Business,2025-01-08,2025-01-08,Integration,High,14,3,0
8660,6767,Enterprise,2025-01-25,2025-01-28,Billing,Low,84,4,0
8661,6767,Enterprise,2025-01-23,2025-01-23,Onboarding,High,5,5,0
8662,6767,Enterprise,2024-12-30,2024-12-31,Feature Request,Medium,34,5,0
8663,6767,Enterprise,2025-01-04,2025-01-05,Billing,High,24,5,0
8664,6767,Enterprise,2024-12-28,2024-12-30,Performance,Low,59,2,0
8665,6767,Enterprise,2025-01-06,2025-01-06,Feature Request,Medium,14,4,0
8666,6767,Enterprise,2024-12-29,2025-01-01,Onboarding,Low,77,4,0
8667,6772,Enterprise,2024-11-07,2024-11-09,Account,Low,48,1,1
8668,6772,Enterprise,2024-11-24,2024-11-24,Billing,Medium,19,1,1
8669,6772,Enterprise,2024-12-04,2024-12-05,Feature Request,Medium,31,2,1
8670,6772,Enterprise,2024-12-11,2024-12-11,Billing,High,22,3,1
8671,6772,Enterprise,2024-11-29,2024-12-03,Onboarding,Low,96,2,1
8672,6772,Enterprise,2024-12-19,2024-12-19,Onboarding,High,15,3,1
8673,6772,Enterprise,2024-12-15,2024-12-18,Integration,Low,88,2,1
8674,6772,Enterprise,2024-12-15,2024-12-15,Billing,High,3,4,1
8675,6772,Enterprise,2024-12-23,2024-12-27,Technical,Low,102,1,1
8676,6772,Enterprise,2024-12-14,2024-12-15,Performance,Medium,29,2,1
8677,6780,Business,2024-10-16,2024-10-17,Billing,Medium,40,4,0
8678,6780,Business,2024-10-08,2024-10-09,Billing,Medium,27,5,0
8679,6780,Pro,2025-01-03,2025-01-05,Onboarding,Low,52,4,0
8680,6787,Pro,2024-11-20,2024-11-23,Performance,Low,78,5,0
8681,6787,Pro,2024-11-08,2024-11-10,Billing,Medium,48,4,0
8682,6787,Pro,2024-10-29,2024-10-29,Performance,High,22,4,0
8683,6787,Pro,2024-11-14,2024-11-17,Onboarding,Low,80,4,0
8684,6787,Pro,2024-12-15,2024-12-15,Onboarding,Medium,22,3,0
8685,6787,Enterprise,2025-01-15,2025-01-17,Onboarding,Low,64,4,0
8686,6787,Enterprise,2025-01-15,2025-01-17,Billing,Low,60,2,0
8687,6790,Pro,2025-01-06,2025-01-06,Onboarding,High,14,5,0
8688,6794,Starter,2024-10-26,2024-10-26,Performance,Medium,22,1,1
8689,6795,Pro,2024-09-04,2024-09-07,Account,Low,74,1,1
8690,6795,Pro,2024-09-05,2024-09-05,Feature Request,High,14,3,1
8691,6795,Pro,2024-09-16,2024-09-17,Technical,Low,44,2,1
8692,6800,Enterprise,2024-08-18,2024-08-19,Integration,Low,39,4,0
8693,6800,Enterprise,2024-08-27,2024-08-27,Account,High,5,5,0
8694,6800,Enterprise,2024-08-20,2024-08-21,Feature Request,Medium,44,4,0
8695,6800,Enterprise,2024-08-26,2024-08-26,Account,Medium,23,5,0
8696,6800,Enterprise,2024-09-16,2024-09-17,Integration,Low,33,4,0
8697,6800,Enterprise,2024-09-18,2024-09-18,Feature Request,High,19,3,0
8698,6800,Business,2025-01-25,2025-01-26,Onboarding,Medium,42,5,0
8699,6800,Business,2025-01-03,2025-01-04,Feature Request,Low,33,2,0
8700,6800,Business,2025-01-11,2025-01-12,Billing,Medium,28,4,0
8701,6800,Business,2025-01-17,2025-01-18,Performance,Medium,41,5,0
8702,6801,Pro,2025-01-21,2025-01-25,Onboarding,Low,108,3,0
8703,6802,Business,2024-08-11,2024-08-11,Onboarding,High,10,1,1
8704,6802,Business,2024-08-09,2024-08-10,Billing,Medium,32,3,1
8705,6802,Business,2024-08-27,2024-08-27,Account,Medium,13,3,1
8706,6802,Business,2024-08-08,2024-08-09,Integration,Medium,28,2,1
8707,6802,Business,2024-08-02,2024-08-02,Technical,High,21,2,1
8708,6802,Business,2024-08-11,2024-08-15,Billing,Low,98,2,1
8709,6802,Business,2024-09-09,2024-09-10,Billing,Low,35,1,1
8710,6802,Business,2024-08-31,2024-08-31,Technical,High,20,3,1
8711,6802,Business,2024-09-15,2024-09-16,Technical,Medium,29,3,1
8712,6802,Business,2024-09-24,2024-09-24,Account,High,3,1,1
8713,6804,Enterprise,2024-07-06,2024-07-08,Integration,Medium,48,3,0
8714,6804,Enterprise,2024-07-24,2024-07-25,Account,Medium,43,4,0
8715,6804,Enterprise,2024-07-13,2024-07-17,Integration,Low,109,2,0
8716,6804,Enterprise,2024-06-30,2024-07-03,Technical,Low,87,5,0
8717,6804,Enterprise,2024-07-06,2024-07-10,Technical,Low,117,4,0
